id,dragonid,description,name,image,background,wings,body,bodyscales,tail,ears,eyes,mouth,horns,headpiece,territory,class,attacktype,isMinted,,
47,5047,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #5047,https://gateway.pinata.cloud/ipfs/QmUJb3RZzQCXByp1az4VCMd4H8kaU5yQyFhC2fF9E9VjGX,Fire Pumpkin Background,Chrono Wings,Ocean Blue Dragon,Diamondback Scales,Clasped Thorn Tail,Marine Bat Ears,Stressed Eyes,Phlegmatic Mouth,Anchor Horns,Atlan Crown Headpiece,CITRCA,Aquatic Dragon,WhirlPool,f,2021-10-17 18:19:03.499+05,2021-10-17 18:19:03.499+05
48,5048,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #5048,https://gateway.pinata.cloud/ipfs/QmQng2M73iZbF7SvuQVqLG4w36LKt2ehrZbtWPMR9S3uDq,Candy Tangerine Background,Asguardian Wings,Neon Grape Dragon,Smokey Distorted Scales,Green Flame Tail,Shamrock Sheep Ears,Arrogant Eyes,Smug Mouth,Anchor Horns,Apostrophe Headpiece,SHIRE,Venomous,Venonous Gale,f,2021-10-17 18:19:03.502+05,2021-10-17 18:19:03.502+05
49,5049,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5049,https://gateway.pinata.cloud/ipfs/QmYVVzZAQqNXRUgpWeFBkyigvcsYfcBLT624X4kyz18Vb1,Tangerine Background,Spider Web Wings,Snow Leopard Dragon,Scallops Scales,Rattle Tail,Electric Ears,Starry Night Eyes,Saucy Mouth,Devil Horns,Layered Opal Headpiece,Tundra Mountain,Ice Dragon,Ice Shuriken Breath,f,2021-10-17 18:19:03.503+05,2021-10-17 18:19:03.503+05
50,5050,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #5050,https://gateway.pinata.cloud/ipfs/QmXmMQ41fHFST4WmWqvPw2pS8uhkixgevmKtcwkHYgxNBk,Hot Pink Background,Vampire Wings,Electro Yale Dragon,Chevron Scales,Striped GoldFish Tail,Sad Astronaut Ears,Weary Eyes,Grinning Mouth,Moose Horns,Apostrophe Headpiece,CITRCA,Aquatic Dragon,Cyclone Breath,f,2021-10-17 18:19:03.504+05,2021-10-17 18:19:03.504+05
51,5051,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #5051,https://gateway.pinata.cloud/ipfs/QmZ9w9quKY2ypannraGq9bPAyCfk4oeMShyqWgeEvZB3KP,Powder Blue Background,Onyx Wings,Albino Embrace Dragon,Argyle Scales,Horny Chameleon Tail,White Minotaur Ears,Thinking Eyes,Repentant Mouth,Pudu Horns,Tuba Headpiece,ICY Doman,Ice Fire,Dual Breath,f,2021-10-17 18:19:03.529+05,2021-10-17 18:19:03.529+05
52,5052,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5052,https://gateway.pinata.cloud/ipfs/QmRj9gBg3wqntVpD2SgdZcqh9pg7fLZzsd6idgZgM9r5q3,Pink Bloom Background,Nightmare Wings,Flamy Dragon,Alligator Scales,Pistachio Tail,Apricloth Ears,Relieved Eyes,Gratified Mouth,Nebula Horns,Wreath Headpiece,Tundra Mountain,Ice Dragon,Ice Shuriken Breath,f,2021-10-17 18:19:03.53+05,2021-10-17 18:19:03.53+05
53,5053,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #5053,https://gateway.pinata.cloud/ipfs/QmcQQzqNUVHY868tQPQGGEWLuXpQexh4hJpTvqj1x32p5y,Grape Background,Rouge Bat Wings,Neon Grape Dragon,Maze Scales,Split Dual Armor Tail,Cloudy Chartreuse Ears,Cute Eyes,Resolute Mouth,Ballistic Horns,Sparky Headpiece,SHIRE,Venomous,Venonous Gale,f,2021-10-17 18:19:03.549+05,2021-10-17 18:19:03.549+05
54,5054,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5054,https://gateway.pinata.cloud/ipfs/QmTmXSrnZ2jp8ZuqL1kT3WtsNmyQMdTAmzhaim7hY3ERJ2,Pink Bloom Background,Golden Stroke Wings,Bloodhound Dragon,Furry Scales,Maroon Boomerang Tail,Wolverine Ears,Enlightened Eyes,Smug Mouth,Kudu Horns,Funky Mohican Hair Headpiece,Argon Mountain,Firey Dragon,Red Fire,f,2021-10-17 18:19:03.55+05,2021-10-17 18:19:03.55+05
55,5055,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #5055,https://gateway.pinata.cloud/ipfs/QmT7c7zb6STVHzswRBhGv6P5yQTQ7YvaUPjRJCVZToZKiu,Luminant Green Background,Funky Green Wings,Electro Yale Dragon,Green Vine Scales,Bolt Spear Tail,Sad Astronaut Ears,Interested Eyes,Smiling Bunny Mouth,Splinter Horns,Cyclone Headpiece,CITRCA,Aquatic Dragon,Cyclone Breath,f,2021-10-17 18:19:03.552+05,2021-10-17 18:19:03.552+05
56,5056,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5056,https://gateway.pinata.cloud/ipfs/QmTHjJkPqreiMkqf847yGsGytQcU1NPaHUvL8JrbhpueDi,Pink Bloom Background,Pink Crescent Wings,Flamy Dragon,Smokey Distorted Scales,Carnivorus Plant Tail,Honey Butterfly Ears,Spooked Eyes,Angry Fang Mouth,Nebula Horns,Blood Ruby Headpiece,Tundra Mountain,Ice Dragon,Ice Shuriken Breath,f,2021-10-17 18:19:03.553+05,2021-10-17 18:19:03.553+05
57,5057,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5057,https://gateway.pinata.cloud/ipfs/QmYboFeJoT8kdkWCuEdjjaiagwG1NkHPBKTgxGuj2e2Qgk,Glaucous Background,Gargoyle Wings,Flamy Dragon,Buckbeaks Feather Scales,Carnivorus Plant Tail,Honey Butterfly Ears,Confused Eyes,Nervous Mouth,Nebula Horns,Apostrophe Headpiece,Tundra Mountain,Ice Dragon,Ice Shuriken Breath,f,2021-10-17 18:19:03.554+05,2021-10-17 18:19:03.554+05
58,5058,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5058,https://gateway.pinata.cloud/ipfs/QmaTVxXQEre8zCVXxS6kMTjqNVb5WRLo8sCh9zjw83jP8r,Primrose Garden Background,Asguardian Wings,Dark Shadow Dragon,Pangolin Scales,Orni Tail,Witch Nose Ears,Drowsy Eyes,Repentant Mouth,Splinter Horns,Emerald Crown Headpiece,Ashy Range,Lava Dragon,Molten Lava,f,2021-10-17 18:19:03.557+05,2021-10-17 18:19:03.557+05
59,5059,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5059,https://gateway.pinata.cloud/ipfs/QmWsMUghi4Yn78KTL9d8Hz198qTqTLtd6taa3yt4UoSjc1,Jungle Background,Indigo Canary Wings,Snow Leopard Dragon,Elliptical Scales,Rattle Tail,Cyan Scorpion Ears,Bugged Eyes,Menancing Mouth,Snail Shell Horns,Atlan Crown Headpiece,Tundra Mountain,Ice Dragon,Ice Shuriken Breath,f,2021-10-17 18:19:03.563+05,2021-10-17 18:19:03.563+05
60,5060,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5060,https://gateway.pinata.cloud/ipfs/QmQ5y6feUKL6eew91ku64VSAwKc826P4uSAzUJC7xarbYD,Goldenrod Background,Dijon Wings,Bloodhound Dragon,Noodle Scales,Maroon Boomerang Tail,Cowboy Pistol Ears,Focused Eyes,Angry Fang Mouth,Nebula Horns,Amethyst Headpiece,Argon Mountain,Firey Dragon,Red Fire,f,2021-10-17 18:19:03.565+05,2021-10-17 18:19:03.565+05
61,5061,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #5061,https://gateway.pinata.cloud/ipfs/QmPTsv4G6wiFJmdNLHSaTxzJTtFhnFt2oF6kuiqTyrg6oW,Khaki Background,Evergreen Wings,Ocean Blue Dragon,Noodle Scales,Clasped Thorn Tail,Sickle Ears,Confused Eyes,Angry Fang Mouth,Ram Horns,Conch Shell Headpiece,CITRCA,Aquatic Dragon,WhirlPool,f,2021-10-17 18:19:03.567+05,2021-10-17 18:19:03.567+05
62,5062,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5062,https://gateway.pinata.cloud/ipfs/QmVKpTFeKqi2wkzSiYoPNRyo1TzwqKPVUZ3FS6sFptgxtP,Dodger Blue Background,Vampire Wings,Cheetah Dot Dragon,Ikat Scales,Bright droplet tail,Whale ears,Stressed Eyes,Sarcastic Mouth,Devil Horns,Funky Mohican Hair Headpiece,Ashy Range,Firey,Red Fire,f,2021-10-17 18:19:03.568+05,2021-10-17 18:19:03.568+05
63,5063,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #5063,https://gateway.pinata.cloud/ipfs/QmfFKmJdmooyn1HkGQ15JyXAXBJEHrRuJ9S6CA93KmZ33G,Nagaland Background,Sapphire Wings,Neon Grape Dragon,Grilled Scales,Barbed Parakeet Tail,Emerald Tornado Ears,Piqued Eyes,Drool Mouth,Maleficent Spectrum Horns,Layered Opal Headpiece,SHIRE,Venomous,Venonous Gale,f,2021-10-17 18:19:03.569+05,2021-10-17 18:19:03.569+05
64,5064,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #5064,https://gateway.pinata.cloud/ipfs/QmZ7dg3BhQiUPknreWV18eunE3DoCLComNe2ssJet1vNcf,Salmon Background,Funky Green Wings,Electro Yale Dragon,Grilled Scales,Fire Heart Tail,Sad Astronaut Ears,Inquisitive Eyes,Resolute Mouth,Ram Horns,Black Obsidian Headpiece,CITRCA,Aquatic Dragon,Cyclone Breath,f,2021-10-17 18:19:03.572+05,2021-10-17 18:19:03.572+05
65,5065,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #5065,https://gateway.pinata.cloud/ipfs/QmZZpFyr2dMzPPERjisvVKxiZU9BU1VodJhApneBgZwSrf,Cream Green Background,Angelic Blue Wings,Fuscia Daisy Dragon,Aztec Scales,Split Rouge Tail,Butterfly Ears,Bugged Eyes,Smug Mouth,Devil Horns,Turban Headpiece,SHIRE,Magical,Exploding Poopcorn,f,2021-10-17 18:19:03.575+05,2021-10-17 18:19:03.575+05
66,5066,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5066,https://gateway.pinata.cloud/ipfs/QmVZaeiRXVDLaUNxwowGDByaGELp5Ed6CNpWWSBoC4sAZx,Columbia Blue Background,Dijon Wings,Windstorm Dragon,Basket Weave Scales,Fire Candy Tail,Goldfish Fin Ears,Scared Eyes,Resolute Mouth,Pudu Horns,Crescent Spring Headpiece,Argon Mountain,Wind Breath,Windy Dragon,f,2021-10-17 18:19:03.579+05,2021-10-17 18:19:03.579+05
67,5067,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #5067,https://gateway.pinata.cloud/ipfs/QmVYqMfnZbbqN5yh9u5i1bn7cYYgfg4JPjYZRfZKZmtjvW,Violet Blue Background,Dijon Wings,Albino Embrace Dragon,Twirling Scales,Crystal Cleaved Tail,White Minotaur Ears,Narcissist Eyes,Jolly Mouth,Small Stone Horns,Star Sapphire Headpiece,ICY Doman,Ice Fire,Dual Breath,f,2021-10-17 18:19:03.58+05,2021-10-17 18:19:03.58+05
68,5068,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #5068,https://gateway.pinata.cloud/ipfs/Qmade5GKZcBKeULYE1ykLURKxFCykgR1abodCsPFTkueU5,Pineapple Lime Background,Volcanic Wings,Corny Blue Dragon,Chain Link Scales,Speckled Boomerang Tail,Flying Squirrel Ears,Enlightened Eyes,Gnarly Mouth,Kudu Horns,White Rhino Headpiece,SHIRE,Magical,Exploding Poopcorn,f,2021-10-17 18:19:03.584+05,2021-10-17 18:19:03.584+05
69,5069,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5069,https://gateway.pinata.cloud/ipfs/QmXymir9eL6swJD7QWJgapiK69NdKkx1RmpReHPqns939e,Nagaland Background,Funky Green Wings,Bloodhound Dragon,Pai Sho Scales,Red Spark Tail,Rooster Comb Ears,Narcissist Eyes,Nervous Mouth,Splinter Horns,Whirlpool Headpiece,Argon Mountain,Firey Dragon,Red Fire,f,2021-10-17 18:19:03.585+05,2021-10-17 18:19:03.585+05
70,5070,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5070,https://gateway.pinata.cloud/ipfs/QmQorRFaJfM4hcVwh6z8rB1bBrogEH8WQDw8EuA65UrvDZ,Turkish Background,Wasp Wings,Flamy Dragon,Smokey Distorted Scales,Pistachio Tail,Apricloth Ears,Enraged Eyes,Growling Mouth,Moose Horns,Cyclone Headpiece,Tundra Mountain,Ice Dragon,Ice Shuriken Breath,f,2021-10-17 18:19:03.586+05,2021-10-17 18:19:03.586+05
71,5071,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5071,https://gateway.pinata.cloud/ipfs/Qmb7Yu6M8TxPkbH4NrXdchop2uSUURU4vuiXpfzoy69suo,Maya Blue Background,Wasp Wings,Cheetah Dot Dragon,Gecko Scales,Hungarian Horn Tail,Cotton Candy ears,Enraged Eyes,Puerile Mouth,Kudu Horns,Rhino Horn Headpiece,Ashy Range,Firey,Red Fire,f,2021-10-17 18:19:03.586+05,2021-10-17 18:19:03.586+05
72,5072,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5072,https://gateway.pinata.cloud/ipfs/QmWEUY48okEtAgzWH5qxRx5d8KLfeSekExDGg2vpLKstAM,Majorelle Blue Background,Silver Vulture Wings,Rosie Pink Dragon,Zebra Scales,Sting Pink Tail,Lizard Feet Ears,Enlightened Eyes,Crooked Sabretooth Mouth,Small Stone Horns,Vision Headpiece,Ashy Range,Lava Dragon,Lava Rose,f,2021-10-17 18:19:03.587+05,2021-10-17 18:19:03.587+05
73,5073,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #5073,https://gateway.pinata.cloud/ipfs/QmRyWHMGjUWF3e9wLADGh6xt3rKU7A1SKgEj7bF6uK2fBg,Tiffany Spring Background,Devilish Palm Wings,Black Spectrum Dragon,Wavy Incensed Scales,Charcoal Split Tail,Fish Gills Ears,Starry Night Eyes,Angry Fang Mouth,Thin Sheep Horns,Rhino Horn Headpiece,ICY Doman,Ice Fire,Dual Breath,f,2021-10-17 18:19:03.588+05,2021-10-17 18:19:03.588+05
74,5074,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #5074,https://gateway.pinata.cloud/ipfs/QmP7n9UpbybxwKacBneYZMPVhfF89wgqWgFhbLfMnRqHHn,Floral Green Background,Spider Web Wings,Corny Blue Dragon,Pangolin Scales,Aquatic Control Tail,Sad Bat Ears,Envy Eyes,Angry Fang Mouth,Small Stone Horns,Wreath Headpiece,SHIRE,Magical,Exploding Poopcorn,f,2021-10-17 18:19:03.589+05,2021-10-17 18:19:03.589+05
75,5075,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5075,https://gateway.pinata.cloud/ipfs/QmQDP1nE3niS7RGmM4wbihN7GQNnTMusnkeKWV74nm6V1f,Lollipop Background,Purple Prism Wings,Windstorm Dragon,Maze Scales,Cat Tail,Paper Plane Ears,Scared Eyes,Ecstatic Mouth,Ballistic Horns,Conch Shell Headpiece,Argon Mountain,Wind Breath,Windy Dragon,f,2021-10-17 18:19:03.601+05,2021-10-17 18:19:03.601+05
76,5076,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5076,https://gateway.pinata.cloud/ipfs/QmaP9Ah9eW63cG7sqQWSGB7ruYerfxx3o4dAEj8Y8ruXdw,Deep Pink Orchid Background,Spider Web Wings,Flamy Dragon,Wicker Scales,Yellow Spotted Tail,Honey Butterfly Ears,Domineering Eyes,Bulldog Mouth,Hell Boy Horns,Golden Moon Headpiece,Tundra Mountain,Ice Dragon,Ice Shuriken Breath,f,2021-10-17 18:19:03.604+05,2021-10-17 18:19:03.604+05
77,5077,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #5077,https://gateway.pinata.cloud/ipfs/QmRsM1qFffGqVcfnnZiWDW5Ldpq1qk9iq3gvSeddFDfhRo,Caribbean Background,Golden Darner Wings,Ocean Blue Dragon,Groovy Scales,Blue Uchiwa Tail,Marine Bat Ears,Furious Eyes,Aggresive Mouth,Nebula Horns,Cyclone Headpiece,CITRCA,Aquatic Dragon,WhirlPool,f,2021-10-17 18:19:03.605+05,2021-10-17 18:19:03.605+05
78,5078,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5078,https://gateway.pinata.cloud/ipfs/Qmagd1Kbja4GCeFp4HBiS4PiwAEthKFK9B6Vw6sSyQh8HF,Maya Blue Background,Wasp Wings,Tiger Stripped Dragon,Bubble Wrap Scales,Striped Spear Tail,War Horn Ears,Spooked Eyes,Crooked Sabretooth Mouth,Minotaur Horns,Sparky Headpiece,Enchanted Forest,Sound,Sonic Roar,f,2021-10-17 18:19:03.606+05,2021-10-17 18:19:03.606+05
79,5079,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #5079,https://gateway.pinata.cloud/ipfs/QmdNwxauGXJgweZtd82uHJzVwLQQ64oeaMW8GYaDLKrjhs,Nature Green Background,Emerald Eyelet Wings,Undead Dragon,Beef Jerky Scales,Lacerated Tail,Palm Leaf Ears,Blind Eyes,Barbarian Mouth,Suture Horns,Bloodhungry Maggot Headpiece,Shire,Infected,Virus Infection,f,2021-10-17 18:19:03.608+05,2021-10-17 18:19:03.608+05
80,5080,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5080,https://gateway.pinata.cloud/ipfs/QmdFWim2nawLtH61UhkzURqNXLUjMc5YdhJCuNXQUTkGpd,Royal Blue Background,Nightmare Wings,Cheetah Dot Dragon,Fishy Scales,Hungarian Horn Tail,Marsh rat ears,Confident Eyes,Spicy Mouth,G Horns,Amethyst Headpiece,Ashy Range,Firey,Red Fire,f,2021-10-17 18:19:03.61+05,2021-10-17 18:19:03.61+05
81,5081,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #5081,https://gateway.pinata.cloud/ipfs/QmYnrfvGkQLX6xmGnwZGM8r1Uxzofxq4XmNozHD8TLtMEB,Pink Punch Background,Rouge Bat Wings,Fuscia Daisy Dragon,Ash Scales,Scope Tail,Cloudy Ears,Envy Eyes,Growling Mouth,Red Devil Horns,Emerald Crown Headpiece,SHIRE,Magical,Exploding Poopcorn,f,2021-10-17 18:19:03.611+05,2021-10-17 18:19:03.611+05
82,5082,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game",Dragon #5082,https://gateway.pinata.cloud/ipfs/QmPgTzxFoEz8ZRq3zPzXCUFKdKPCKyTrP9BRFkXS4rtGY8,Flaxen Background,Devilish Palm Wings,Black Spectrum Dragon,Buckbeaks Feather Scales,Arabian Dagger Tail,Metal Spearhead Ears,Stressed Eyes,Resolute Mouth,Antelope Horns,Carnelian Headpiece,ICY Doman,Ice Fire,Dual Breath,f,2021-10-17 18:19:03.613+05,2021-10-17 18:19:03.613+05
83,5083,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5083,https://gateway.pinata.cloud/ipfs/QmY1xCRcti3jbHyWcUY6yNGd3Le5cok5Z3yZbo3zrXQcpc,Pink Cyclone Background,Egyptian Teal Wings,Morion Lava Dragon,Horus Eye Scales,Demonic Charade Tail,Bull Horns Ears,Confident Eyes,Resolute Mouth,Ballistic Horns,Layered Opal Headpiece,Ashy Range,Lava Dragon,Volcanic Lava,f,2021-10-17 18:19:03.614+05,2021-10-17 18:19:03.614+05
84,5084,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5084,https://gateway.pinata.cloud/ipfs/QmWHihDrAAMLReh7nisFw2e3w7qyiAKybP3GVuaPVx91Rh,Lilac Background,Midnight Claw Wings,Lightning Jade Dragon,Nord Shield Scales,Fire Arrow Tail,Black Gargoyle Ears,Bugged Eyes,Yelling Mouth,Candy Horns,Purple S Headpiece,Argon Mountain,Electric Beam,Thunder Dragon,f,2021-10-17 18:19:03.615+05,2021-10-17 18:19:03.615+05
85,5085,"10000 Unique Dragons NFTs living, evolving and mutating on Etheruem Blockchain. Dragons of Midgard is ready to disrupt the NFT market forever with unique play to earn game.",Dragon #5085,https://gateway.pinata.cloud/ipfs/QmTRo1WfRfxVpT4MCsEgs1CEtBXiKXNscHrdmjS3mFhGaN,Pink Cyclone Background,Taffy Turquoise Wings,Gecko Dragon,Chevron Scales,Barbed Spear Tail,Fortune Cookie Ears,Starry Night Eyes,Smug Mouth,Nebula Horns,Amethyst Headpiece,Enchanted Forest,Venemous,Poison Cloud,f,2021-10-17 18:19:03.615+05,2021-10-17 18:19:03.615+05
